# conf-name,group-name,topo,ptf_image_name,ptf,ptf_ip,ptf_ipv6,server,vm_base,dut,comment
r-tigris-26-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-ptf64,vm-t1,ptf64,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed

c-panther-01-t0,vm-t1,t0,docker-ptf-mlnx,ptf-c-panther-01,10.75.206.220/24,,server_5,VM0501,c-panther-01,Mellanox MTBC testbed
c-panther-01-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-c-panther-01,10.75.206.220/24,,server_5,VM0501,c-panther-01,Mellanox MTBC testbed
c-panther-01-t1,vm-t1,t1,docker-ptf-mlnx,ptf-c-panther-01,10.75.206.220/24,,server_5,VM0501,c-panther-01,Mellanox MTBC testbed
c-panther-01-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-c-panther-01,10.75.206.220/24,,server_5,VM0501,c-panther-01,Mellanox MTBC testbed
c-panther-01-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-c-panther-01,10.75.206.220/24,,server_5,VM0501,c-panther-01,Mellanox MTBC testbed
c-panther-01-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-c-panther-01,10.75.206.220/24,,server_5,VM0501,c-panther-01,Mellanox MTBC testbed

mtbc-sonic-01-2410-t0,vm-t1,t0,docker-ptf-mlnx,ptf-mtbc02,10.75.207.41/24,,server_8,VM0801,mtbc-sonic-01-2410,Mellanox MTBC testbed
mtbc-sonic-01-2410-t1,vm-t1,t1,docker-ptf-mlnx,ptf-mtbc02,10.75.207.41/24,,server_8,VM0801,mtbc-sonic-01-2410,Mellanox MTBC testbed
mtbc-sonic-01-2410-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-mtbc02,10.75.207.41/24,,server_8,VM0801,mtbc-sonic-01-2410,Mellanox MTBC testbed
mtbc-sonic-01-2410-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-mtbc02,10.75.207.41/24,,server_8,VM0801,mtbc-sonic-01-2410,Mellanox MTBC testbed
mtbc-sonic-01-2410-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-mtbc02,10.75.207.41/24,,server_8,VM0801,mtbc-sonic-01-2410,Mellanox MTBC testbed

mtbc-sonic-03-2700-t0,vm-t1,t0,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-t1,vm-t1,t1,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed

dev-r-vrt-233-010-t0,vms6-1,t0,docker-ptf-mlnx,ptf-233-010,10.212.233.9/16,,server_52,VM5201,dev-r-vrt-233-010,Mellanox virtual SID testbed
dev-r-vrt-233-010-ptf32,vms6-1,ptf32,docker-ptf-mlnx,ptf-233-010,10.212.233.9/16,,server_52,VM5201,dev-r-vrt-233-010,Mellanox virtual SID testbed
dev-r-vrt-232-010-t0,vms6-2,t0,docker-ptf-mlnx,ptf-232-010,10.212.232.9/16,,server_50,VM5001,dev-r-vrt-232-010,Mellanox virtual SID testbed
dev-r-vrt-232-010-ptf32,vms6-2,ptf32,docker-ptf-mlnx,ptf-232-010,10.212.232.9/16,,server_50,VM5001,dev-r-vrt-232-010,Mellanox virtual SID testbed

mtbc-3700c-01-t0,vm-t1,t0,docker-ptf-mlnx,ptf-mtbc04,10.75.205.201/24,,server_14,VM1401,mtbc-3700c-01,Mellanox MTBC testbed
mtbc-3700c-01-t1,vm-t1,t1,docker-ptf-mlnx,ptf-mtbc04,10.75.205.201/24,,server_14,VM1401,mtbc-3700c-01,Mellanox MTBC testbed
mtbc-3700c-01-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-mtbc04,10.75.205.201/24,,server_14,VM1401,mtbc-3700c-01,Mellanox MTBC testbed
mtbc-3700c-01-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-mtbc04,10.75.205.201/24,,server_14,VM1401,mtbc-3700c-01,Mellanox MTBC testbed

dev-simx-host01-vm01-t0,vms6-3,t0,docker-ptf-mlnx,ptf-vms6-3,10.75.206.214/24,,server_54,VM5401,dev-simx-host01-vm01,Mellanox virtual SID testbed
dev-simx-host01-vm01-ptf32,vms6-3,ptf32,docker-ptf-mlnx,ptf-vms6-3,10.75.206.214/24,,server_54,VM5401,dev-simx-host01-vm01,Mellanox virtual SID testbed

r-anaconda-81-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-r-anaconda-81,10.213.86.93/16,,server_3,VM0301,r-anaconda-81,Mellanox MTR testbed
arc-switch1038-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-1038,10.213.84.41/16,,server_1,VM0101,arc-switch1038,Mellanox MTR testbed
arc-switch1025-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-1025,10.213.84.213/16,,server_6,VM0601,arc-switch1025,Mellanox MTR testbed
arc-switch1004-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-1004,10.213.80.153/16,,server_7,VM0701,arc-switch1004,Mellanox MTR testbed
r-leopard-58-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-r-leopard-58,10.213.103.5/16,,server_11,VM1101,r-leopard-58,Mellanox MTR testbed
r-tigris-04-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-r-tigris-04,10.213.104.5/16,,server_12,VM1201,r-tigris-04,Mellanox MTR testbed
r-tigris-13-fastreboot,vm-t1,t0-64,docker-ptf-mlnx,ptf-r-tigris-13,10.215.0.61/16,,server_13,VM1301,r-tigris-13,Mellanox MTR testbed
r-tigris-25-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-r-tigris-25,10.213.84.41/16,,server_1,VM0101,r-tigris-25,Mellanox MTR testbed
r-leopard-01-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-r-leopard-01,10.215.22.61/16,,server_15,VM1501,r-leopard-01,Mellanox MTR testbed
r-tigon-11-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-20-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-21-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigris-26-fastreboot,vm-t1,t0-64,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
arc-mtbc-1001-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-mtbc01,10.75.206.220/24,,server_5,VM0501,arc-mtbc-1001,Mellanox MTBC testbed
mtbc-sonic-01-2410-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-mtbc02,10.75.207.41/24,,server_8,VM0801,mtbc-sonic-01-2410,Mellanox MTBC testbed
c-panther-01-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-c-panther-01,10.75.206.220/24,,server_5,VM0501,c-panther-01,Mellanox MTBC testbed
mtbc-sonic-03-2700-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mts-sonic-dut-fastreboot,vm-t1,t0,docker-ptf-mlnx,ptf-mts,10.9.78.237/24,,server_2,VM0201,mts-sonic-dut,Mellanox MTS testbed

ptf1-m,ptf1,ptf32,docker-ptf-sai-mlnx,ptf-unknown,10.255.0.188/24,,server_1,,str-msn2700-01,Test ptf Mellanox
ptf2-b,ptf2,ptf64,docker-ptf-sai-brcm,ptf-unknown,10.255.0.189/24,,server_1,,lab-s6100-01,Test ptf Broadcom
vms-sn2700-t1,vms1-1,t1,docker-ptf-sai-mlnx,ptf-unknown,10.255.0.178/24,,server_1,VM0100,str-msn2700-01,Tests Mellanox SN2700 vms
vms-sn2700-t1-lag,vms1-1,t1-lag,docker-ptf-sai-mlnx,ptf-unknown,10.255.0.178/24,,server_1,VM0100,str-msn2700-01,Tests Mellanox SN2700 vms
vms-sn2700-t0,vms1-1,t0,docker-ptf-sai-mlnx,ptf-unknown,10.255.0.178/24,,server_1,VM0100,str-msn2700-01,Tests Mellanox SN2700 vms
vms-s6000-t0,vms2-1,t0,docker-ptf-sai-brcm,ptf-unknown,10.255.0.179/24,,server_1,VM0100,lab-s6000-01,Tests Dell S6000 vms
vms-a7260-t0,vms3-1,t0-116,docker-ptf-sai-brcm,ptf-unknown,10.255.0.180/24,,server_1,VM0100,lab-a7260-01,Tests Arista A7260 vms
vms-s6100-t0,vms4-1,t0-64,docker-ptf-sai-brcm,ptf-unknown,10.255.0.181/24,,server_1,VM0100,lab-s6100-01,Tests Dell S6100 vms
vms-s6100-t1,vms4-1,t1-64,docker-ptf-sai-brcm,ptf-unknown,10.255.0.182/24,,server_1,VM0100,lab-s6100-01,Tests Dell S6100 vms
vms-s6100-t1-lag,vms5-1,t1-64-lag,docker-ptf-sai-brcm,ptf-unknown,10.255.0.183/24,,server_1,VM0100,lab-s6100-01,Tests Dell S6100 vms
vms-multi-dut,vms1-duts,ptf64,docker-ptf,ptf-unknown,10.255.0.184/24,,server_1,VM0100,[dut-host1;dut-host2],Example Multi DUTs testbed
vms-example-ixia-1,vms6-1,t0-64,docker-ptf-ixia,example-ixia-ptf-1,10.0.0.30/32,,server_6,VM0600,example-s6100-dut-1,superman
r-bulldog-03-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-bulldog-03,Mellanox MTR testbed
r-bulldog-04-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-bulldog-04,Mellanox MTR testbed
r-bulldog-02-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-bulldog-02,Mellanox MTR testbed
r-panther-16-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-16,Mellanox MTR testbed
r-panther-17-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-17,Mellanox MTR testbed
r-anaconda-71-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-71,Mellanox MTR testbed
r-anaconda-70-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-70,Mellanox MTR testbed
r-anaconda-75-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-75,Mellanox MTR testbed
r-anaconda-76-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-76,Mellanox MTR testbed
r-panther-19-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-19,Mellanox MTR testbed
r-leopard-42-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-42,Mellanox MTR testbed
r-leopard-44-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-44,Mellanox MTR testbed
r-leopard-43-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-43,Mellanox MTR testbed
r-leopard-45-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-45,Mellanox MTR testbed
r-panther-20-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-20,Mellanox MTR testbed
r-anaconda-15-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-15,Mellanox MTR testbed
r-anaconda-51-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-51,Mellanox MTR testbed
r-boxer-sw01-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-boxer-sw01,Mellanox MTR testbed
r-leopard-32-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-32,Mellanox MTR testbed
r-leopard-41-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-41,Mellanox MTR testbed
r-leopard-56-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-56,Mellanox MTR testbed
r-liger-02-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-liger-02,Mellanox MTR testbed
r-tigon-15-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-tigon-15,Mellanox MTR testbed
r-lionfish-07-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-lionfish-07,Mellanox MTR testbed
r-lionfish-13-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-lionfish-13,Mellanox MTR testbed
r-lionfish-14-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-lionfish-14,Mellanox MTR testbed
r-lionfish-16-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-lionfish-16,Mellanox MTR testbed
r-ocelot-02-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-ocelot-02,Mellanox MTR testbed
r-panther-13-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-13,Mellanox MTR testbed
r-panther-23-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-23,Mellanox MTR testbed
r-anaconda-simx-129-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-simx-129,Mellanox MTR testbed
r-anaconda-simx-134-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-simx-134,Mellanox MTR testbed
r-anaconda-simx-139-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-simx-139,Mellanox MTR testbed
r-anaconda-simx-133-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-simx-133,Mellanox MTR testbed
r-anaconda-simx-141-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-simx-141,Mellanox MTR testbed
r-anaconda-simx-137-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-simx-137,Mellanox MTR testbed
r-anaconda-simx-14-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-anaconda-simx-14,Mellanox MTR testbed
r-buffalo-simx-28-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-buffalo-simx-28,Mellanox MTR testbed
r-buffalo-simx-165-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-buffalo-simx-165,Mellanox MTR testbed
r-buffalo-simx-169-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-buffalo-simx-169,Mellanox MTR testbed
r-leopard-simx-69-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-simx-69,Mellanox MTR testbed
r-leopard-simx-74-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-simx-74,Mellanox MTR testbed
r-leopard-simx-79-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-simx-79,Mellanox MTR testbed
r-leopard-simx-129-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-simx-129,Mellanox MTR testbed
r-leopard-simx-137-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-simx-137,Mellanox MTR testbed
r-leopard-simx-18-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-simx-18,Mellanox MTR testbed
r-leopard-simx-22-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-leopard-simx-22,Mellanox MTR testbed
r-panther-simx-13-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-simx-13,Mellanox MTR testbed
r-panther-simx-18-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-simx-18,Mellanox MTR testbed
r-panther-simx-23-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-simx-23,Mellanox MTR testbed
r-panther-simx-129-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-simx-129,Mellanox MTR testbed
r-panther-simx-125-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-simx-125,Mellanox MTR testbed
r-panther-simx-133-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-simx-133,Mellanox MTR testbed
r-panther-simx-10-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-panther-simx-10,Mellanox MTR testbed
r-moose-simx-121-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-moose-simx-121,Mellanox MTR testbed
r-spider-05-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-spider-05,Mellanox MTR testbed
r-tigris-22-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-tigris-22,Mellanox MTR testbed
r-ocelot-07-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-ocelot-07,Mellanox MTR testbed
r-tigon-17-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-tigon-17,Mellanox MTR testbed
r-alligator-04-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-alligator-04,Mellanox MTR testbed
r-buffalo-04-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-buffalo-04,Mellanox MTR testbed
c-anaconda-01-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,c-anaconda-01,Mellanox MTBC testbed
c-anaconda-02-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,c-anaconda-02,Mellanox MTBC testbed

r-r740-03-bf2-sonic-01-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-r740-03-bf2-sonic-01,Mellanox MTR testbed
r-r740-03-bf2-sonic-02-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-r740-03-bf2-sonic-02,Mellanox MTR testbed
r-r740-05-bf2-sonic-01-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-r740-05-bf2-sonic-01,Mellanox MTR testbed
r-r740-05-bf2-sonic-02-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-r740-05-bf2-sonic-02,Mellanox MTR testbed

# NVOS
jaguar-119-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,jaguar-119,Mellanox MTR testbed
jaguar-25-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,jaguar-25,Mellanox MTR testbed
r-jaguar-03-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-dummy,1.1.1.1/16,,server_54,VM0000,r-jaguar-03,Mellanox MTR testbed